Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,PlusGr,Age,Sex,Maturity,IndWgt,CANoAtLngt,DateofCalculation
EVHOE,1997,4,CL,126438,Merlangius merlangus,310,-9,3,M,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,310,-9,4,M,-9,,3,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,320,-9,1,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,320,-9,2,F,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,320,-9,3,F,-9,,3,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,320,-9,3,M,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,320,-9,4,M,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,320,-9,5,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,330,-9,2,F,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,330,-9,3,F,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,330,-9,3,M,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,330,-9,4,F,-9,,3,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,330,-9,4,M,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,340,-9,1,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,340,-9,2,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,340,-9,3,F,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,340,-9,4,F,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,340,-9,4,M,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,340,-9,5,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,350,-9,3,F,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,350,-9,3,M,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,350,-9,4,F,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,350,-9,4,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,350,-9,5,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,350,-9,5,M,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,360,-9,2,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,360,-9,3,F,-9,,3,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,360,-9,4,F,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,360,-9,4,M,-9,,3,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,360,-9,5,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,360,-9,5,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,370,-9,3,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,370,-9,4,F,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,370,-9,4,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,370,-9,5,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,380,-9,3,F,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,380,-9,4,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,380,-9,4,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,380,-9,5,F,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,380,-9,5,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,390,-9,4,F,-9,,4,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,390,-9,6,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,400,-9,4,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,400,-9,6,M,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,410,-9,5,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,410,-9,5,M,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,420,-9,4,F,-9,,2,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,430,-9,4,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,430,-9,5,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,440,-9,5,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,450,-9,4,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,460,-9,4,F,-9,,3,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,460,-9,6,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,480,-9,5,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,480,-9,6,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,510,-9,4,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,530,-9,4,F,-9,,1,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,550,-9,6,F,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,70,-9,0,U,-9,,5,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,80,-9,0,U,-9,,5,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,90,-9,0,U,-9,,14,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,100,-9,0,U,-9,,30,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,110,-9,0,U,-9,,33,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,120,-9,0,U,-9,,32,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,130,-9,0,U,-9,,33,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,140,-9,0,U,-9,,36,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,150,-9,0,U,-9,,36,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,150,-9,1,U,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,160,-9,0,U,-9,,32,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,170,-9,0,U,-9,,23,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,170,-9,1,U,-9,,2,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,180,-9,0,U,-9,,13,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,180,-9,1,U,-9,,11,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,190,-9,0,M,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,190,-9,0,U,-9,,14,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,190,-9,1,U,-9,,13,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,200,-9,0,M,-9,,2,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,200,-9,0,U,-9,,5,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,200,-9,1,F,-9,,10,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,200,-9,1,M,-9,,9,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,200,-9,1,U,-9,,8,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,210,-9,0,U,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,210,-9,1,F,-9,,11,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,210,-9,1,M,-9,,17,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,210,-9,1,U,-9,,8,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,220,-9,0,U,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,220,-9,1,F,-9,,17,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,220,-9,1,M,-9,,18,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,220,-9,1,U,-9,,8,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,230,-9,1,F,-9,,24,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,230,-9,1,M,-9,,21,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,230,-9,1,U,-9,,3,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,240,-9,1,F,-9,,19,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,240,-9,1,M,-9,,21,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,240,-9,1,U,-9,,4,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,240,-9,2,M,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,250,-9,1,F,-9,,18,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,250,-9,1,M,-9,,21,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,250,-9,1,U,-9,,2,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,250,-9,2,F,-9,,3,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,250,-9,2,M,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,260,-9,1,F,-9,,17,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,260,-9,1,M,-9,,13,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,260,-9,1,U,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,260,-9,2,F,-9,,2,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,260,-9,2,M,-9,,8,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,260,-9,2,U,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,270,-9,1,F,-9,,4,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,270,-9,1,M,-9,,5,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,270,-9,2,F,-9,,18,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,270,-9,2,M,-9,,16,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,280,-9,1,F,-9,,2,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,280,-9,2,F,-9,,22,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,280,-9,2,M,-9,,22,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,290,-9,1,F,-9,,1,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,290,-9,2,F,-9,,21,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,290,-9,2,M,-9,,23,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,300,-9,2,F,-9,,27,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,300,-9,2,M,-9,,24,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,310,-9,2,F,-9,,24,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,310,-9,2,M,-9,,24,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,320,-9,2,F,-9,,24,20140402
